Station_ID,Lat,Long,Elev,State,Name
US10hall005,40.7874 ,-98.3029 ,586.1 ,NE,DONIPHAN 3.7 ENE               
US10hall016,40.9357 ,-98.3378 ,570.0 ,NE,GRAND ISLAND 0.8 NNE           
US10hall042,40.9436 ,-98.3706 ,  0.0 ,NE,GRAND ISLAND 2.0 WNW           
US10hami011,40.7849 ,-98.1690 ,563.0 ,NE,GILTNER 1.1 NW                 
US10harl004,40.1765 ,-99.5579 ,623.9 ,NE,ORLEANS 6.2 WNW                
US10haye003,40.5106 ,101.0202 ,935.1 ,NE,HAYES CENTER 0.0 WSW           
US10haye013,40.6565 ,100.8098 ,  0.0 ,NE,MAYWOOD 9.7 W                  
US10hitc012,40.1894 ,101.2458 ,880.0 ,NE,STRATTON 3.0 NNW               
US10hitc024,40.2336 ,100.8971 ,  0.0 ,NE,CULBERTSON 3.1 W               
US10holt010,42.1911 ,-98.6634 ,627.0 ,NE,CHAMBERS 4.6 E                 
US10holt024,42.7982 ,-98.6506 ,  0.0 ,NE,SPENCER 5.9 SE                 
US10howa003,41.0732 ,-98.7139 ,584.9 ,NE,BOELUS 0.1 ESE                 
US10jeff004,40.2049 ,-97.3243 ,427.0 ,NE,FAIRBURY 8.8 WNW               
US10jeff019,40.3208 ,-97.1883 ,442.9 ,NE,DAYKIN 5.8 E                   
US10john006,40.3779 ,-96.0707 ,388.0 ,NE,TECUMSEH 6.6 E                 
US10john017,40.4168 ,-96.3687 ,399.0 ,NE,STERLING 3.0 SSE               
US10kear012,40.4368 ,-98.7998 ,645.0 ,NE,MINDEN 8.8 ESE                 
US10keit007,41.0945 ,101.8840 ,004.9 ,NE,BRULE 0.3 E                    
US10keya001,42.9584 ,100.0216 ,736.1 ,NE,SPRINGVIEW 16.9 WNW            
US10kimb008,41.2341 ,103.7263 ,439.0 ,NE,KIMBALL 3.3 W                  
US10knox005,42.5999 ,-97.6445 ,523.0 ,NE,BLOOMFIELD 0.1 ENE             
US10knox015,42.5640 ,-98.2700 ,548.9 ,NE,ORCHARD 15.8 N                 
US10lanc011,40.7504 ,-96.6128 ,423.1 ,NE,LINCOLN 4.4 SE                 
US10lanc024,40.7733 ,-96.6712 ,381.9 ,NE,LINCOLN 1.9 S                  
US10lanc041,40.7923 ,-96.6923 ,  0.0 ,NE,LINCOLN 1.4 WSW                
US10lanc070,40.7909 ,-96.6300 ,  0.0 ,NE,LINCOLN 2.0 ESE                
US10linc012,41.0215 ,100.3648 ,812.9 ,NE,BRADY 0.2 ESE                  
US10linc024,41.2074 ,100.7222 ,908.0 ,NE,NORTH PLATTE 6.2 NNE           
US10linc037,41.2286 ,101.0567 ,904.0 ,NE,HERSHEY 5.6 NW                 
US10linc052,41.1330 ,101.0551 ,904.0 ,NE,HERSHEY 3.3 WSW                
US10loga005,41.4078 ,100.3959 ,926.0 ,NE,STAPLETON 7.9 ESE              
US10madi005,41.9940 ,-97.4624 ,465.1 ,NE,NORFOLK 3.3 SW                 
US10mcph004,41.6722 ,100.7203 ,943.1 ,NE,STAPLETON 17.1 NW              
US10merr009,41.1020 ,-98.2847 ,558.1 ,NE,ST. LIBORY 4.0 ENE             
US10morr004,41.4538 ,102.7852 ,253.9 ,NE,DALTON 10.4 ENE                
US10nanc001,41.4246 ,-97.7717 ,509.9 ,NE,GENOA 2.7 WSW                  
US10nema007,40.3445 ,-95.6718 ,299.9 ,NE,NEMAHA .1 NORTH                
US10nuck005,40.1042 ,-98.0117 ,541.9 ,NE,SUPERIOR 6.5 NE                
US10nuck019,40.1986 ,-98.1340 ,535.8 ,NE,NELSON 0.3 SW                  
US10nuck034,40.2913 ,-98.2123 ,  0.0 ,NE,LAWRENCE 2.5 E                 
US10otoe010,40.5341 ,-96.0222 ,294.1 ,NE,TALMAGE 0.3 N                  
US10otoe027,40.5368 ,-96.3143 ,  0.0 ,NE,BURR 0.7 W                     
US10pawn013,40.2065 ,-96.2944 ,  0.0 ,NE,STEINAUER 3.1 W                
US10perk011,40.7634 ,101.6076 ,  0.0 ,NE,MADRID 6.8 SW                  
US10perk022,40.7497 ,101.9165 ,068.0 ,NE,VENANGO 6.6 E                  
US10phel001,40.3797 ,-99.1797 ,687.0 ,NE,WILCOX 1.1 NNW                 
US10phel014,40.4763 ,-99.5096 ,  0.0 ,NE,LOOMIS 0.2 SW                  
US10pier010,42.2982 ,-97.7963 ,516.0 ,NE,PLAINVIEW 3.6 S                
US10plat018,41.5013 ,-97.3699 ,465.1 ,NE,COLUMBUS 4.9 N                 
US10polk012,41.2359 ,-97.5051 ,509.9 ,NE,OSCEOLA 4.5 NE                 
US10red_003,40.1972 ,100.6139 ,769.9 ,NE,MCCOOK 0.7 ESE                 
US10red_014,40.2380 ,100.7522 ,786.1 ,NE,CULBERTSON 4.5 E               
US10rich001,40.1399 ,-95.9726 ,319.1 ,NE,HUMBOLDT 2.2 SW                
US10rock001,42.5500 ,-99.5974 ,726.0 ,NE,LONG PINE 5.5 E                
US10sali006,40.4655 ,-97.2172 ,456.9 ,NE,WESTERN 5.1 NNW                
US10sali023,40.6562 ,-97.2849 ,477.9 ,NE,FRIEND 0.2 NNE                 
US10sarp006,41.1056 ,-95.9386 ,326.1 ,NE,BELLEVUE 3.3 WSW               
US10sarp018,41.1584 ,-95.9174 ,340.2 ,NE,BELLEVUE 2.0 NW                
US10sarp038,41.1660 ,-96.1705 ,  0.0 ,NE,OMAHA 13.7 WSW                 
US10scot003,41.8440 ,103.4400 ,196.0 ,NE,MINATARE 4.1 ENE               
US10scot016,41.8881 ,103.6272 ,206.1 ,NE,SCOTTSBLUFF 2.6 ENE            
US10scot034,41.8671 ,103.6652 ,  0.0 ,NE,SCOTTSBLUFF 0.1 E              
US10sewa011,40.7731 ,-97.0507 ,442.9 ,NE,MILFORD 0.1 S                  
US10shem001,41.2220 ,-99.1575 ,663.9 ,NE,LITCHFIELD 4.4 N               
US10shem016,41.1634 ,-99.1736 ,  0.0 ,NE,LITCHFIELD 1.0 WNW             
US10sher012,42.3371 ,102.5072 ,195.1 ,NE,ALLIANCE 25.1 ENE              
US10sher026,42.7892 ,102.2954 ,  0.0 ,NE,GORDON 4.9 W                   
US10siou001,42.0008 ,103.8480 ,253.9 ,NE,MITCHELL 4.7 NNW               
US10stan009,42.0404 ,-97.1974 ,497.1 ,NE,STANTON 6.4 NNE                
US10thay005,40.3144 ,-97.5925 ,484.9 ,NE,BRUNING 2.0 SW                 
US10thay015,40.1325 ,-97.7842 ,495.9 ,NE,DESHLER 3.8WSW                 
US10thom006,41.9023 ,100.3028 ,826.0 ,NE,HALSEY 1.7 W                   
US10vall004,41.7187 ,-99.0065 ,655.9 ,NE,ORD 9.0 NW                     
US10vall014,41.5527 ,-99.0612 ,684.0 ,NE,ORD 19.6 SSW                   
US10wash011,41.5584 ,-96.2206 ,  0.0 ,NE,BLAIR 5.1 W                    
US10wayn008,42.2296 ,-97.0294 ,451.1 ,NE,WAYNE 0.6 W                    
US10webs010,40.2422 ,-98.2928 ,584.0 ,NE,LAWRENCE 3.8 SSW               
US10whee001,41.9939 ,-98.6327 ,645.0 ,NE,BARTLETT 8.6 NW                
US10york008,41.0186 ,-97.6720 ,527.9 ,NE,BENEDICT 3.5 W                 
US10york020,40.9758 ,-97.7336 ,524.9 ,NE,BRADSHAW 6.4 N                 
US10york032,40.9538 ,-97.5226 ,499.9 ,NE,YORK 6.9 NE                    
US1AKAB0001,61.2047 ,149.7563 , 70.1 ,AK,ANCHORAGE 4.8 E                
US1AKAB0022,61.2869 ,149.3945 ,193.2 ,AK,EAGLE RIVER 6.2 ESE            
US1AKAB0052,61.1529 ,149.9346 , 35.4 ,AK,ANCHORAGE 4.7 SSW              
US1AKJB0003,58.4029 ,134.5919 , 24.1 ,AK,JUNEAU 2.8 NW                  
US1AKMS0011,61.6185 ,149.1258 ,132.6 ,AK,PALMER 1.7 WNW                 
US1ALAT0002,32.4756 ,-86.4393 ,106.1 ,AL,PRATTVILLE 1.1 NNE             
US1ALBL0005,33.8029 ,-86.5601 ,326.1 ,AL,SPRINGVILLE 5.3 WNW            
US1ALBL0020,34.0752 ,-86.5563 ,245.7 ,AL,BLOUNTSVILLE 1.9 ESE           
US1ALBW0005,30.2902 ,-87.5099 ,999.9 ,AL,ORANGE BEACH 4.9 E             
US1ALBW0026,30.6216 ,-87.7578 , 60.0 ,AL,LOXLEY 0.4 SSW                 
US1ALBW0039,30.4675 ,-87.9115 ,  6.1 ,AL,POINT CLEAR 1.6 SSW            
US1ALBW0057,30.6214 ,-87.8684 , 46.9 ,AL,DAPHNE 1.8 ESE                 
US1ALBW0079,30.5724 ,-87.8444 , 40.2 ,AL,DAPHNE 4.9 SE                  
US1ALCH0001,32.8750 ,-86.6411 ,199.0 ,AL,CLANTON 2.6 NNW                
US1ALCM0005,34.2424 ,-86.8629 ,302.1 ,AL,VINEMONT 0.2 ENE               
US1ALCN0007,33.7757 ,-85.7357 ,281.9 ,AL,JACKSONVILLE 2.8 SSE           
US1ALCT0003,34.7440 ,-87.6785 ,153.9 ,AL,MUSCLE SHOALS 2.1 W            
US1ALCW0001,31.9956 ,-88.2941 ,111.9 ,AL,TOXEY 6.0 N                    
US1ALDL0006,31.4254 ,-85.6768 ,111.9 ,AL,OZARK 1.9 WSW                  
US1ALEL0016,32.5801 ,-86.0938 , 96.0 ,AL,ECLECTIC 5.2 SW                
US1ALET0004,34.0879 ,-85.9863 ,252.7 ,AL,GADSDEN 5.6 NNE                
US1ALHL0002,33.0200 ,-87.6450 , 36.0 ,AL,MOUNDVILLE 1.9 NNW             
US1ALJC0003,34.8057 ,-86.2483 ,198.1 ,AL,HOLLYTREE 0.6 NNE              
US1ALJC0015,34.6859 ,-85.9678 ,192.9 ,AL,SCOTTSBORO 5.2 ENE             
US1ALJF0017,33.6834 ,-86.6777 ,210.9 ,AL,PINSON 0.5 SE                  
US1ALJF0039,33.4349 ,-86.7558 ,232.0 ,AL,VESTAVIA HILLS 1.8 E           
US1ALJF0062,33.7205 ,-86.5930 ,321.6 ,AL,TRUSSVILLE 5.8 N               
US1ALLD0013,34.9739 ,-87.5338 ,227.1 ,AL,KILLEN 7.8 N                   
US1ALLD0034,34.8877 ,-87.7030 ,182.6 ,AL,FLORENCE 4.7 NNW               
US1ALLE0007,32.5844 ,-85.5930 ,185.9 ,AL,AUBURN 6.6 W                   
US1ALLS0003,34.7853 ,-87.0363 ,224.0 ,AL,ATHENS 4.3 W                   
US1ALLS0026,34.7098 ,-86.8057 ,214.0 ,AL,MADISON 3.2 W                  
US1ALMB0018,30.8170 ,-88.0757 ,  3.0 ,AL,SARALAND 1.4 E                 
US1ALMB0039,30.6181 ,-88.2920 , 52.1 ,AL,TILLMANS CORNER 6.4 WNW        
US1ALMB0060,30.6075 ,-88.2404 , 53.3 ,AL,MOBILE 10.2 WSW                
US1ALMC0002,32.5601 ,-85.6735 ,154.2 ,AL,NOTASULGA 0.2 NNW              
US1ALMD0012,34.5999 ,-86.5813 ,180.1 ,AL,HUNTSVILLE 7.9 SSE             
US1ALMD0029,34.6126 ,-86.5395 ,182.9 ,AL,HUNTSVILLE 8.2 SE              
US1ALMD0045,34.8089 ,-86.7846 ,235.9 ,AL,HARVEST 3.8 SSW                
US1ALMD0067,34.5678 ,-86.4440 ,179.2 ,AL,OWENS CROSSROADS 1.3 SE        
US1ALMG0003,34.5131 ,-86.9227 ,253.9 ,AL,PRICEVILLE 2.2 WSW             
US1ALMN0003,31.2875 ,-87.6418 , 63.1 ,AL,URIAH 8.1 W                    
US1ALMS0010,34.3824 ,-86.3868 ,328.9 ,AL,UNION GROVE 3.6 ESE            
US1ALMS0027,34.2747 ,-86.2369 ,308.8 ,AL,ALBERTVILLE 1.8 WNW            
US1ALPK0001,31.7941 ,-85.9453 ,154.8 ,AL,TROY 1.5 ESE                   
US1ALSC0003,33.4885 ,-86.3252 ,142.0 ,AL,PELL CITY 5.8 SSW              
US1ALSH0002,33.4631 ,-86.5874 ,238.0 ,AL,LAKE PURDY 5.8 ENE             
US1ALSH0019,33.2045 ,-86.8172 ,184.1 ,AL,ALABASTER 1.6 SSE              
US1ALSH0032,33.2390 ,-86.8512 ,132.9 ,AL,ALABASTER 1.8 WNW              
US1ALSH0055,33.3111 ,-86.8144 ,153.0 ,AL,PELHAM 1.3 WNW                 
US1ALTG0010,33.5379 ,-85.9708 ,189.0 ,AL,MUNFORD 1.3 WNW                
US1ALTP0014,32.8271 ,-85.9608 ,197.2 ,AL,ALEXANDER CITY 7.1 SSW         
US1ALTS0017,33.2370 ,-87.6869 , 58.2 ,AL,COKER 0.6 S                    
US1ALWX0002,32.0166 ,-87.2904 , 79.9 ,AL,CAMDEN 1.0 NNE                 
US1ARBN0002,36.1923 ,-93.1936 ,475.8 ,AR,HARRISON 5.4 SW                
US1ARBT0007,36.4190 ,-93.9009 , 60.7 ,AR,GARFIELD 4.5 ESE               
US1ARBT0020,36.3066 ,-94.1101 ,418.8 ,AR,ROGERS 2.1 SE                  
US1ARBT0035,36.3777 ,-94.0933 ,405.4 ,AR,ROGERS 3.4 NNE                 
US1ARBX0003,36.1021 ,-92.2108 ,159.7 ,AR,CALICO ROCK 4.8 WSW            
US1ARBX0024,36.3711 ,-92.5327 ,234.7 ,AR,LAKEVIEW 0.5 SE                
US1ARCB0007,35.4964 ,-92.0511 ,151.2 ,AR,HEBER SPRINGS 0.8 WSW          
US1ARCG0005,35.9308 ,-90.5884 ,102.4 ,AR,BROOKLAND 2.1 NNW              
US1ARCN0001,33.4833 ,-92.4731 , 52.7 ,AR,HAMPTON 3.7 S                  
US1ARCR0011,36.3779 ,-93.3696 ,348.1 ,AR,GREEN FOREST 4.4 NE            
US1ARDR0007,33.7721 ,-91.4759 , 46.3 ,AR,WINCHESTER 0.2 SSW             
US1ARFK0008,34.9729 ,-92.4240 , 93.9 ,AR,MAYFLOWER 0.3 WNW              
US1ARFK0027,35.0990 ,-92.4777 ,100.3 ,AR,CONWAY 1.6 WNW                 
US1ARGL0008,34.4951 ,-93.0827 ,190.2 ,AR,HOT SPRINGS 1.8 W              
US1ARGN0019,36.0952 ,-90.4926 , 97.5 ,AR,PARAGOULD 2.9 NNE              
US1ARHM0007,33.7265 ,-93.6129 ,106.4 ,AR,HOPE 4.2 NNW                   
US1ARHW0009,33.9988 ,-93.9110 ,182.3 ,AR,NASHVILLE 5.2 NW               
US1ARIN0010,35.7291 ,-91.4311 , 99.4 ,AR,NEWARK 1.8 NNE                 
US1ARJF0001,34.3301 ,-92.1272 , 85.6 ,AR,WHITE HALL 4.1 NNW             
US1ARJH0005,35.5013 ,-93.4726 ,137.5 ,AR,CLARKSVILLE 3.0 N              
US1ARLG0008,35.2916 ,-93.7272 ,122.8 ,AR,PARIS 0.2 NW                   
US1ARLK0015,34.9872 ,-91.9556 , 86.3 ,AR,WARD 2.2 S                     
US1ARLW0011,36.0771 ,-91.2889 ,118.3 ,AR,SMITHVILLE 0.8 ESE             
US1ARML0018,33.3780 ,-93.9202 ,104.2 ,AR,TEXARKANA 7.4 SE               
US1ARMR0012,36.2740 ,-92.7549 ,244.1 ,AR,YELLVILLE 5.0 NW               
US1ARMT0002,34.4590 ,-93.6820 ,235.0 ,AR,NORMAN 0.3 WNW                 
US1ARNW0012,35.9286 ,-92.9880 ,310.9 ,AR,PINDALL 11.3 SW                
US1ARPK0002,34.0815 ,-93.6922 ,142.0 ,AR,MURFREESBORO 1.3 N             
US1ARPN0004,35.5666 ,-90.7191 , 85.6 ,AR,HARRISBURG 0.5 NNE             
US1ARPP0020,35.4002 ,-92.9936 ,324.9 ,AR,DOVER 6.7 E                    
US1ARPS0012,34.5898 ,-92.3464 , 90.2 ,AR,LANDMARK 2.1 SW                
US1ARPS0031,34.5488 ,-92.0959 , 72.8 ,AR,ENGLAND 7.3 W                  
US1ARPS0053,34.6566 ,-92.4330 , 98.5 ,AR,LITTLE ROCK 6.4 SW             
US1ARPS0071,34.8429 ,-92.2115 ,102.7 ,AR,SHERWOOD 0.8 NNW               
US1ARRN0004,36.1569 ,-91.0562 , 91.7 ,AR,POCAHONTAS 8.6 SSW             
US1ARSB0001,35.2576 ,-94.3089 ,167.6 ,AR,GREENWOOD 4.3NW                
US1ARSH0009,36.1582 ,-91.6749 ,153.6 ,AR,ASH FLAT 6.0 SW                
US1ARSL0009,34.7177 ,-92.5521 ,172.2 ,AR,LITTLE ROCK 15.1 W             
US1ARSL0033,34.4918 ,-92.4048 , 92.0 ,AR,BAUXITE 8.2 ESE                
US1ARST0010,35.8209 ,-92.0378 ,  0.0 ,AR,MOUNTAIN VIEW 5.3 SE           
US1ARST0021,35.8339 ,-92.3912 ,317.6 ,AR,LESLIE 9.2 E                   
US1ARVB0009,35.7567 ,-92.5246 ,459.9 ,AR,DENNARD 0.0 S                  
US1ARWH0011,35.1254 ,-91.6433 , 70.4 ,AR,GRIFFITHVILLE 0.1 ENE          
US1ARWS0009,36.1981 ,-94.0248 ,366.4 ,AR,SPRINGDALE 5.8 ENE             
US1ARWS0032,36.1584 ,-94.2571 ,387.1 ,AR,SPRINGDALE 6.4 WSW             
US1ARYL0012,35.0249 ,-93.4202 ,117.0 ,AR,DANVILLE 2.5 SW                
US1AZCH0003,31.5640 ,110.3163 ,407.0 ,AZ,SIERRA VISTA 0.4 ESE           
US1AZCH0019,31.4419 ,110.1654 ,337.8 ,AZ,HEREFORD 4.0 W                 
US1AZCH0036,31.5104 ,110.2631 ,407.9 ,AZ,SIERRA VISTA 3.5 SE            
US1AZCH0057,31.5300 ,110.2804 ,410.0 ,AZ,SIERRA VISTA 1.8 SE            
US1AZCN0007,35.1904 ,111.6742 ,120.8 ,AZ,FLAGSTAFF 1.4 W                
US1AZCN0027,35.2617 ,111.5343 ,018.7 ,AZ,FLAGSTAFF 8.2 NE               
US1AZCN0058,35.1554 ,111.6685 ,138.2 ,AZ,FLAGSTAFF 2.6 SSW              
US1AZCN0088,35.1836 ,111.5791 ,115.0 ,AZ,FLAGSTAFF 4.0 E                
US1AZCN0131,35.0844 ,111.6623 ,103.4 ,AZ,FLAGSTAFF 7.3 S                
US1AZGL0001,34.2371 ,111.3440 ,504.2 ,AZ,PAYSON 1.0 WSW                 
US1AZMH0004,34.7663 ,114.4954 ,169.2 ,AZ,TOPOCK 3.3 NNW                 
US1AZMH0026,35.1954 ,114.0065 ,100.9 ,AZ,KINGMAN 2.7 ENE                
US1AZMR0013,33.6112 ,111.8844 ,441.0 ,AZ,SCOTTSDALE 5.2 S               
US1AZMR0027,33.5501 ,112.0431 ,395.6 ,AZ,PHOENIX 7.2 NNE                
US1AZMR0045,33.7566 ,111.9046 ,694.3 ,AZ,SCOTTSDALE 5.3 NNW             
US1AZMR0062,33.5401 ,112.1193 ,361.5 ,AZ,PHOENIX 6.8 NW                 
US1AZMR0074,33.2965 ,111.9277 ,356.6 ,AZ,CHANDLER 3.5 W                 
US1AZMR0101,33.4692 ,112.1932 ,325.8 ,AZ,PHOENIX 7.1 WNW                
US1AZMR0126,33.3535 ,111.9264 ,361.5 ,AZ,TEMPE 2.4 S                    
US1AZMR0156,33.5530 ,112.0403 ,399.6 ,AZ,PHOENIX 8.0 NNE                
US1AZMR0174,33.6750 ,112.4011 ,399.9 ,AZ,SURPRISE 5.1 NW                
US1AZMR0204,33.2056 ,111.8632 ,365.8 ,AZ,SUN LAKES 0.8 SE               
US1AZMR0222,33.4094 ,112.1810 ,308.8 ,AZ,PHOENIX 6.7 WSW                
US1AZMR0243,33.5699 ,111.9638 ,410.3 ,AZ,PARADISE VALLEY 3.1 NNW        
US1AZMR0259,33.6069 ,112.0407 ,464.8 ,AZ,PHOENIX 11.6 N                 
US1AZMR0270,33.4593 ,111.6466 ,528.2 ,AZ,MESA 10.4 ENE                  
US1AZMR0283,33.4749 ,112.0003 ,356.0 ,AZ,PHOENIX 4.7 ENE                
US1AZMR0313,33.2938 ,112.0888 ,365.5 ,AZ,PHOENIX 10.2 S                 
US1AZMR0337,33.4065 ,111.6103 ,476.1 ,AZ,MESA 12.1 E                    
US1AZMR0349,33.4519 ,112.4214 ,303.3 ,AZ,GOODYEAR 4.4 WNW               
US1AZMR0366,33.5924 ,111.8459 ,436.5 ,AZ,SCOTTSDALE 6.9 NNE             
US1AZMR0384,33.5919 ,111.7731 ,560.5 ,AZ,SCOTTSDALE 9.3 NE              
US1AZMR0412,33.4955 ,112.3491 ,313.6 ,AZ,LITCHFIELD PARK 0.4 N          
US1AZMR0434,33.4304 ,112.5270 ,314.9 ,AZ,BUCKEYE 5.2 NE                 
US1AZMR0454,33.3802 ,111.7613 ,382.2 ,AZ,MESA 4.4 SE                    
US1AZNV0006,34.7519 ,110.0392 ,598.1 ,AZ,WOODRUFF 2.1 S                 
US1AZNV0033,36.5278 ,110.0822 ,816.3 ,AZ,CHILCHINBETO 0.0 N             
US1AZPM0011,31.9426 ,110.7800 ,037.8 ,AZ,VAIL 8.3 SW                    
US1AZPM0031,32.1389 ,111.0382 ,783.9 ,AZ,TUCSON 8.9 SW                  
US1AZPM0049,32.3021 ,111.0752 ,708.1 ,AZ,FLOWING WELLS 3.9 W            
US1AZPM0065,32.5106 ,110.8676 ,989.1 ,AZ,CATALINA 3.0 NE                
US1AZPM0081,32.2407 ,110.9317 ,747.1 ,AZ,TUCSON 3.9 NW                  
US1AZPM0094,32.4355 ,111.0124 ,865.3 ,AZ,TUCSON 15.8 NNW                
US1AZPM0108,32.2785 ,110.9303 ,719.9 ,AZ,TUCSON 4.1 N                   
US1AZPM0121,32.2275 ,110.8983 ,768.4 ,AZ,TUCSON 1.4 ENE                 
US1AZPM0131,32.3284 ,110.9258 ,857.4 ,AZ,TUCSON 7.5 N                   
US1AZPM0143,32.2543 ,110.7233 ,827.8 ,AZ,TUCSON 11.7 ENE                
US1AZPM0159,32.2929 ,110.7360 ,845.5 ,AZ,TUCSON 11.9 ENE                
US1AZPM0172,31.8942 ,110.9461 ,872.6 ,AZ,GREEN VALLEY 3.9 NE            
US1AZPM0189,32.2563 ,110.9454 ,732.7 ,AZ,TUCSON 2.9 NNW                 
US1AZPM0202,32.2824 ,110.7683 ,819.6 ,AZ,TUCSON 9.9 ENE                 
US1AZPM0214,32.1073 ,110.7929 ,893.7 ,AZ,TUCSON 10.8 SE                 
US1AZPM0234,32.4526 ,111.0792 ,851.3 ,AZ,MARANA 8.4 E                   
US1AZPM0252,32.3606 ,111.1013 ,651.7 ,AZ,MARANA 8.4 SE                  
US1AZPM0272,31.8921 ,110.9840 ,866.5 ,AZ,GREEN VALLEY 2.7 NNE           
US1AZPM0294,32.3069 ,111.0981 ,744.6 ,AZ,ORO VALLEY 9.9 SW              
US1AZPN0013,33.0611 ,111.4649 ,455.1 ,AZ,FLORENCE 5.5 WNW               
